judul,narasi,clear,token_komen,freq_words,stemmed_komen,polarity_score,polarity,score
Pasar-Pasar Tradisional di Tanjung Karang & Teluk Betung Mulai Besok Ada yang Tutup 3 Hari SD 5 Hari,"Utuk saudara” yg mau beli
 
 obat/ vitamin utk persediaan d
 
 rumah,,,,belilah sekarang,karna stok
 
 obat vitamin yg lg dibutuhkan saat
 
 ini stoknya sdh menipis,, Distributor
 
 Farmasi obat”an & Expedisi byk yg
 
 diliburkan.
 
 Beberapa Pasar” Tradisional d
 
 Tjk.Karang & Teluk Betung mulai
 
 besok ada yg tutup 3hr SD 5hr
 
 karna mau d Semprot/Disterilisasi,
 
 dr pemerintah,,,, Jadi yg mau beli
 
 Sayur”an belilah sekarang,,,”",utuk saudara ” mau beli obat vitamin utk persediaan d rumahbelilah sekarangkarna stok obat vitamin lg dibutuhkan saat stoknya sdh menipis distributor farmasi obat ” an expedisi yg diliburkan beberapa pasar ” tradisional d tjkkarang teluk betung mulai besok tutup hr sd hr karna mau semprotdisterilisasi pemerintah jadi yg mau beli sayur ” an belilah sekarang ”,"['utuk', 'saudara', '”', 'mau', 'beli', 'obat', 'vitamin', 'utk', 'persediaan', 'd', 'rumahbelilah', 'sekarangkarna', 'stok', 'obat', 'vitamin', 'lg', 'dibutuhkan', 'saat', 'stoknya', 'sdh', 'menipis', 'distributor', 'farmasi', 'obat', '”', 'an', 'expedisi', 'yg', 'diliburkan', 'beberapa', 'pasar', '”', 'tradisional', 'd', 'tjkkarang', 'teluk', 'betung', 'mulai', 'besok', 'tutup', 'hr', 'sd', 'hr', 'karna', 'mau', 'semprotdisterilisasi', 'pemerintah', 'jadi', 'yg', 'mau', 'beli', 'sayur', '”', 'an', 'belilah', 'sekarang', '”']",<FreqDist with 43 samples and 57 outcomes>,"['utuk', 'saudara', '', 'mau', 'beli', 'obat', 'vitamin', 'utk', 'sedia', 'd', 'rumahbelilah', 'sekarangkarna', 'stok', 'obat', 'vitamin', 'lg', 'butuh', 'saat', 'stok', 'sdh', 'tip', 'distributor', 'farmasi', 'obat', '', 'an', 'expedisi', 'yg', 'libur', 'beberapa', 'pasar', '', 'tradisional', 'd', 'tjkkarang', 'teluk', 'betung', 'mulai', 'besok', 'tutup', 'hr', 'sd', 'hr', 'karna', 'mau', 'semprotdisterilisasi', 'perintah', 'jadi', 'yg', 'mau', 'beli', 'sayur', '', 'an', 'bilah', 'sekarang', '']",-15,negative,-1
Area Kantor Nokia di Menara Mulia Dibersihkan Setelah Ada Karyawan Meninggal,"Area kantor Nokia di Menara Mulia besok dibersihkan setelah ada karyawan Nokia di lt.4 tiba-tiba meninggal Senin kemarin, masuk RS tgl 7 Maret dan meninggal tgl 9 Maret dengan kondisi demam dan muntah. Suspect awal typus seperti suspect awal kasus corona 1 & 2 di depok. Lucunya, teman-teman se-cubical almarhum tiba-tiba demam semua juga 😢",area kantor nokia menara mulia besok dibersihkan ada karyawan nokia lt tibatiba meninggal senin kemarin masuk rs tgl maret meninggal tgl maret kondisi demam muntah suspect awal typus suspect awal kasus corona depok lucunya temanteman secubical almarhum tibatiba demam semua,"['area', 'kantor', 'nokia', 'menara', 'mulia', 'besok', 'dibersihkan', 'ada', 'karyawan', 'nokia', 'lt', 'tibatiba', 'meninggal', 'senin', 'kemarin', 'masuk', 'rs', 'tgl', 'maret', 'meninggal', 'tgl', 'maret', 'kondisi', 'demam', 'muntah', 'suspect', 'awal', 'typus', 'suspect', 'awal', 'kasus', 'corona', 'depok', 'lucunya', 'temanteman', 'secubical', 'almarhum', 'tibatiba', 'demam', 'semua']",<FreqDist with 32 samples and 40 outcomes>,"['area', 'kantor', 'nokia', 'menara', 'mulia', 'besok', 'bersih', 'ada', 'karyawan', 'nokia', 'lt', 'tibatiba', 'tinggal', 'senin', 'kemarin', 'masuk', 'rs', 'tgl', 'maret', 'tinggal', 'tgl', 'maret', 'kondisi', 'demam', 'muntah', 'suspect', 'awal', 'typus', 'suspect', 'awal', 'kasus', 'corona', 'depok', 'lucu', 'temanteman', 'secubical', 'almarhum', 'tibatiba', 'demam', 'semua']",-15,negative,-1
ISTANA MERESMIKAN BAHWA PKI DIPERBOLEHKAN DI INDONESIA,Istana Meresmikan PKI Diperbolehkan di Indonesia,istana meresmikan pki diperbolehkan indonesia,"['istana', 'meresmikan', 'pki', 'diperbolehkan', 'indonesia']",<FreqDist with 5 samples and 5 outcomes>,"['istana', 'resmi', 'pki', 'boleh', 'indonesia']",0,neutral,0
Razia Indomie di Taiwan,"Ini adalah Siaran Berita Malam sebuah TV di Taiwan. Menyampaikan berita, bahwa INDOMIE INDONESIA TERDITEKSI MENGANDUNG BAHAN PENGAWET YANG DIPAKAI UNTUK KOSMETIK, JUGA BAHAN LAIN YANG AKAN MERUSAK MAAG DAN HATI, SERTA SUDAH DIPERINTAH DITURUNKAN DARI RAK PENJUALAN DI SEMUA TOKO DI SELURUH KOTA YANG ADA YANG MENJUAL INDOMIE.",adalah siaran berita malam sebuah tv taiwan menyampaikan berita indomie indonesia terditeksi mengandung bahan pengawet dipakai kosmetik bahan merusak maag hati sudah diperintah diturunkan rak penjualan semua toko seluruh kota ada yang menjual indomie,"['adalah', 'siaran', 'berita', 'malam', 'sebuah', 'tv', 'taiwan', 'menyampaikan', 'berita', 'indomie', 'indonesia', 'terditeksi', 'mengandung', 'bahan', 'pengawet', 'dipakai', 'kosmetik', 'bahan', 'merusak', 'maag', 'hati', 'sudah', 'diperintah', 'diturunkan', 'rak', 'penjualan', 'semua', 'toko', 'seluruh', 'kota', 'ada', 'yang', 'menjual', 'indomie']",<FreqDist with 31 samples and 34 outcomes>,"['adalah', 'siar', 'berita', 'malam', 'buah', 'tv', 'taiwan', 'sampai', 'berita', 'indomie', 'indonesia', 'teks', 'kandung', 'bahan', 'awet', 'pakai', 'kosmetik', 'bahan', 'rusak', 'maag', 'hati', 'sudah', 'perintah', 'turun', 'rak', 'jual', 'semua', 'toko', 'seluruh', 'kota', 'ada', 'yang', 'jual', 'indomie']",-30,negative,-1
Polisi Mengamankan Mobil Berisi Bahan Peledak Saat Pelantikan Presiden dan Wakil Presiden,"Halo… @tempodotco & LSM HAM masih mau bilang: pengamanan pelantikan presiden, LEBAY? Aparat mendapatkan mobil dengan no polisi palsu berisikan bahan peledak.",halo… lsm ham mau bilang pengamanan pelantikan presiden lebay aparat mendapatkan mobil no polisi palsu berisikan bahan peledak,"['halo…', 'lsm', 'ham', 'mau', 'bilang', 'pengamanan', 'pelantikan', 'presiden', 'lebay', 'aparat', 'mendapatkan', 'mobil', 'no', 'polisi', 'palsu', 'berisikan', 'bahan', 'peledak']",<FreqDist with 18 samples and 18 outcomes>,"['halo', 'lsm', 'ham', 'mau', 'bilang', 'aman', 'lantik', 'presiden', 'lebay', 'aparat', 'dapat', 'mobil', 'no', 'polisi', 'palsu', 'risi', 'bahan', 'ledak']",-5,negative,-1
mahasiswa usir para penumpang gelap ini,Ayo teman-teman mahasiswa usir para penumpang gelap ini dari barisan kalian!,ayo temanteman mahasiswa usir penumpang gelap dari barisan kalian,"['ayo', 'temanteman', 'mahasiswa', 'usir', 'penumpang', 'gelap', 'dari', 'barisan', 'kalian']",<FreqDist with 9 samples and 9 outcomes>,"['ayo', 'temanteman', 'mahasiswa', 'usir', 'tumpang', 'gelap', 'dari', 'baris', 'kalian']",-10,negative,-1
Artikel Jokowi Sebut China Akan Bantu Padamkan Kebakaran Hutan di Indonesia,Departemen Pemadam Kebakaran RRC (China) bersiap membantu saudara dekatnya yaitu Indonesia memadamkan kebakaran hutan untuk mengurangi kabut asap.,departemen pemadam kebakaran rrc bersiap membantu saudara dekatnya indonesia memadamkan kebakaran hutan mengurangi kabut asap,"['departemen', 'pemadam', 'kebakaran', 'rrc', 'bersiap', 'membantu', 'saudara', 'dekatnya', 'indonesia', 'memadamkan', 'kebakaran', 'hutan', 'mengurangi', 'kabut', 'asap']",<FreqDist with 14 samples and 15 outcomes>,"['departemen', 'madam', 'bakar', 'rrc', 'siap', 'bantu', 'saudara', 'dekat', 'indonesia', 'madam', 'bakar', 'hutan', 'kurang', 'kabut', 'asap']",2,positive,1
"Padahal Baru 35 Menit Lalu di Riau, Tiba-Tiba Sekarang Sudah Di Jakarta","Padahal 35 menit yg lalu meninjau kebakaran hutan dan lahan di Riau, tapi tiba-tiba sekarang sudah di Jakarta. Apakah semua ini HOAX?",padahal menit lalu meninjau kebakaran hutan lahan riau tibatiba sekarang di jakarta semua hoax,"['padahal', 'menit', 'lalu', 'meninjau', 'kebakaran', 'hutan', 'lahan', 'riau', 'tibatiba', 'sekarang', 'di', 'jakarta', 'semua', 'hoax']",<FreqDist with 14 samples and 14 outcomes>,"['padahal', 'menit', 'lalu', 'tinjau', 'bakar', 'hutan', 'lahan', 'riau', 'tibatiba', 'sekarang', 'di', 'jakarta', 'semua', 'hoax']",-2,negative,-1
Posko Perlawanan Kebangkitan PKI di Glodok,POSKO PERLAWANAN KEBANGKITAN PKI DI DAERAH GLODOK,posko perlawanan kebangkitan pki daerah glodok,"['posko', 'perlawanan', 'kebangkitan', 'pki', 'daerah', 'glodok']",<FreqDist with 6 samples and 6 outcomes>,"['posko', 'lawan', 'bangkit', 'pki', 'daerah', 'glodok']",-7,negative,-1
Ketua KPU 2014 Husni Kamil Mayatnya Penuh Bercak Darah,Cek tangkapan layar,cek tangkapan layar,"['cek', 'tangkapan', 'layar']",<FreqDist with 3 samples and 3 outcomes>,"['cek', 'tangkap', 'layar']",-7,negative,-1
"Jembatan di Palembang Dipenuhi Pendukung Jokowi, Saking Penuhnya Seperti Tumpukan Pasir","Masya Allah….
Seperti tumpukan pasir……
Palembang Jokowi lagi…….",masya allah… seperti tumpukan pasir…… palembang jokowi lagi……,"['masya', 'allah…', 'seperti', 'tumpukan', 'pasir……', 'palembang', 'jokowi', 'lagi……']",<FreqDist with 8 samples and 8 outcomes>,"['masya', 'allah', 'seperti', 'tumpu', 'pasir', 'palembang', 'jokowi', 'lagi']",-1,negative,-1
Rakyat Cina Sudah Mendatangi KPU Surabaya untuk Daftar Sebagai DPT Pemilu,"Mereka Sudah Mulai Beraksi Datangi KPU Boooooss……..
 Foto Ini Diambil Di Gedung KPU Daerah Surabaya Jawa Timur.
 Tampak Rakyat China Sudah Mendatangi KPU Untuk Daftar Sebagai DPT Pemilu.",sudah mulai beraksi datangi kpu boooooss…… foto diambil gedung kpu daerah surabaya jawa timur tampak rakyat sudah mendatangi kpu daftar dpt pemilu,"['sudah', 'mulai', 'beraksi', 'datangi', 'kpu', 'boooooss……', 'foto', 'diambil', 'gedung', 'kpu', 'daerah', 'surabaya', 'jawa', 'timur', 'tampak', 'rakyat', 'sudah', 'mendatangi', 'kpu', 'daftar', 'dpt', 'pemilu']",<FreqDist with 19 samples and 22 outcomes>,"['sudah', 'mulai', 'aksi', 'datang', 'kpu', 'boooooss', 'foto', 'ambil', 'gedung', 'kpu', 'daerah', 'surabaya', 'jawa', 'timur', 'tampak', 'rakyat', 'sudah', 'datang', 'kpu', 'daftar', 'dpt', 'milu']",2,positive,1
Tak Benar Kwik Kian Gie Meninggal Dunia,Kwik Kian Gie,kwik kian gie,"['kwik', 'kian', 'gie']",<FreqDist with 3 samples and 3 outcomes>,"['kwik', 'kian', 'gie']",0,neutral,0
jelas jelas manusia ini pro PKI,"“Manusia ini yg kmrn pasang tagar tetap pancasila…prettt!
 Jelas Prabowolah yg lbh pancasilais krn tdk pernah miring ke kiri (komunis) dan tdk jg miring ke kanan (isis, wahabi dll). Hanya cebong dungu yg msh mau ikutin kegiatannya…krn jelas jelas manusia ini pro PKI”",“ manusia kmrn pasang tagar tetap pancasila…prettt jelas prabowolah lbh pancasilais krn tdk pernah miring kiri komunis tdk miring kanan isis wahabi hanya cebong dungu yg msh mau ikutin kegiatannya…krn jelas jelas manusia pro pki ”,"['“', 'manusia', 'kmrn', 'pasang', 'tagar', 'tetap', 'pancasila…prettt', 'jelas', 'prabowolah', 'lbh', 'pancasilais', 'krn', 'tdk', 'pernah', 'miring', 'kiri', 'komunis', 'tdk', 'miring', 'kanan', 'isis', 'wahabi', 'hanya', 'cebong', 'dungu', 'yg', 'msh', 'mau', 'ikutin', 'kegiatannya…krn', 'jelas', 'jelas', 'manusia', 'pro', 'pki', '”']",<FreqDist with 31 samples and 36 outcomes>,"['', 'manusia', 'kmrn', 'pasang', 'tagar', 'tetap', 'pancasila prettt', 'jelas', 'prabowolah', 'lbh', 'pancasilais', 'krn', 'tdk', 'pernah', 'miring', 'kiri', 'komunis', 'tdk', 'miring', 'kanan', 'isis', 'wahabi', 'hanya', 'cebong', 'dungu', 'yg', 'msh', 'mau', 'ikutin', 'giat krn', 'jelas', 'jelas', 'manusia', 'pro', 'pki', '']",-11,negative,-1
BKD Provinsi Papua Tidak Pernah Janjikan Jatah Penerimaan CPNS 2018,Saya dan staf di BKD Papua tidak pernah meminta uang untuk menjanjikan jatah dalam penerimaan CPNS.,dan staf bkd papua pernah meminta uang menjanjikan jatah penerimaan cpns,"['dan', 'staf', 'bkd', 'papua', 'pernah', 'meminta', 'uang', 'menjanjikan', 'jatah', 'penerimaan', 'cpns']",<FreqDist with 11 samples and 11 outcomes>,"['dan', 'staf', 'bkd', 'papua', 'pernah', 'minta', 'uang', 'janji', 'jatah', 'terima', 'cpns']",3,positive,1
14 TNI diselundupkan ke tanah Arab,SAVE PALESTINA,save palestina,"['save', 'palestina']",<FreqDist with 2 samples and 2 outcomes>,"['save', 'palestina']",0,neutral,0
Penangkapan Tuyul di Desa Karangejo Blitar,"Sing rumongso kelangan tuyul ndang reneo, inbok/ wa,08595321669388 timbang tak sikso.",sing rumongso kelangan tuyul ndang reneo inbok wa timbang tak sikso,"['sing', 'rumongso', 'kelangan', 'tuyul', 'ndang', 'reneo', 'inbok', 'wa', 'timbang', 'tak', 'sikso']",<FreqDist with 11 samples and 11 outcomes>,"['sing', 'rumongso', 'kelang', 'tuyul', 'ndang', 'reneo', 'inbok', 'wa', 'timbang', 'tak', 'sikso']",1,positive,1
Ternyata Sebenarnya Mereka Tentara Cina yang Nyamar,Di Halim Perdanakusuma ditangkap TKA Tiongkok dlm proyek kereta api cepat Bdg- JKT.,halim perdanakusuma ditangkap tka tiongkok dlm proyek kereta api cepat bdg jkt,"['halim', 'perdanakusuma', 'ditangkap', 'tka', 'tiongkok', 'dlm', 'proyek', 'kereta', 'api', 'cepat', 'bdg', 'jkt']",<FreqDist with 12 samples and 12 outcomes>,"['halim', 'perdanakusuma', 'tangkap', 'tka', 'tiongkok', 'dlm', 'proyek', 'kereta', 'api', 'cepat', 'bdg', 'jkt']",-2,negative,-1
Penyusup di GPIB Maranatha Bandung,"Kapolrestabes Bandung, Kombes Pol Hendro Pandowo mengatakan berita terkait adanya salah satu terduga teroris di wilayah hukum Polrestabes Bandung merupakan berita hoax. “Iya itu hoax, kemungkinan dia adalah jemaat baru,” kata Hendro, Selasa (15/5).",kapolrestabes bandung kombes pol hendro pandowo mengatakan berita terkait adanya salah satu terduga teroris wilayah hukum polrestabes bandung merupakan berita hoax “ iya hoax kemungkinan adalah jemaat baru ” kata hendro selasa,"['kapolrestabes', 'bandung', 'kombes', 'pol', 'hendro', 'pandowo', 'mengatakan', 'berita', 'terkait', 'adanya', 'salah', 'satu', 'terduga', 'teroris', 'wilayah', 'hukum', 'polrestabes', 'bandung', 'merupakan', 'berita', 'hoax', '“', 'iya', 'hoax', 'kemungkinan', 'adalah', 'jemaat', 'baru', '”', 'kata', 'hendro', 'selasa']",<FreqDist with 28 samples and 32 outcomes>,"['kapolrestabes', 'bandung', 'kombes', 'pol', 'hendro', 'pandowo', 'kata', 'berita', 'kait', 'ada', 'salah', 'satu', 'duga', 'teroris', 'wilayah', 'hukum', 'polrestabes', 'bandung', 'rupa', 'berita', 'hoax', '', 'iya', 'hoax', 'mungkin', 'adalah', 'jemaat', 'baru', '', 'kata', 'hendro', 'selasa']",-27,negative,-1
"Dilaporkan ke Polisi karena Hate Speech, Pendiri Seword.com Anggap Salah Alamat","Terakhir, ada sebuah artikel yang menyingkat nama gubernur dan wakil gubernur terpilih DKI Jakarta Anies Baswedan dan Sandiaga Uno dengan sebutan ASU, bahasa Jawa dari kata ‘anjing’. Artikel tersebut juga disertai ilustrasi gambar anjing yang tengah menyalak.
 …
 Alif mengaku dirinya sebagai pihak manajemen Seword.com sudah menegur penulis konten. Ia juga meminta berita yang dimaksud diubah atau dihapus. Saat ini, tulisan yang dimaksud memang sudah tidak bisa diakses.",terakhir sebuah artikel menyingkat nama gubernur wakil gubernur terpilih dki jakarta anies baswedan sandiaga uno sebutan asu bahasa jawa kata ‘ anjing ’ artikel tersebut disertai ilustrasi gambar anjing tengah menyalak … alif mengaku dirinya pihak manajemen sewordcom menegur penulis konten juga meminta berita dimaksud diubah dihapus ini tulisan dimaksud memang tidak diakses,"['terakhir', 'sebuah', 'artikel', 'menyingkat', 'nama', 'gubernur', 'wakil', 'gubernur', 'terpilih', 'dki', 'jakarta', 'anies', 'baswedan', 'sandiaga', 'uno', 'sebutan', 'asu', 'bahasa', 'jawa', 'kata', '‘', 'anjing', '’', 'artikel', 'tersebut', 'disertai', 'ilustrasi', 'gambar', 'anjing', 'tengah', 'menyalak', '…', 'alif', 'mengaku', 'dirinya', 'pihak', 'manajemen', 'sewordcom', 'menegur', 'penulis', 'konten', 'juga', 'meminta', 'berita', 'dimaksud', 'diubah', 'dihapus', 'ini', 'tulisan', 'dimaksud', 'memang', 'tidak', 'diakses']",<FreqDist with 49 samples and 53 outcomes>,"['akhir', 'buah', 'artikel', 'singkat', 'nama', 'gubernur', 'wakil', 'gubernur', 'pilih', 'dki', 'jakarta', 'anies', 'baswedan', 'sandiaga', 'uno', 'sebut', 'asu', 'bahasa', 'jawa', 'kata', '', 'anjing', '', 'artikel', 'sebut', 'serta', 'ilustrasi', 'gambar', 'anjing', 'tengah', 'salak', '', 'alif', 'aku', 'diri', 'pihak', 'manajemen', 'sewordcom', 'tegur', 'tulis', 'konten', 'juga', 'minta', 'berita', 'maksud', 'ubah', 'hapus', 'ini', 'tulis', 'maksud', 'memang', 'tidak', 'akses']",-33,negative,-1
: Penerapan Sistem Ganjil Genap di Tol Cikampek,rencana membatasi kendaraan berdasarkan pelat nomor ganjil-genap di Tol Jakarta-Cikampek akan diuji coba pada Selasa (22/8/2017). Uji coba sistem tersebut hanya dilakukan pada pagi hari.,rencana membatasi kendaraan berdasarkan pelat nomor ganjilgenap tol jakartacikampek diuji coba selasa uji coba sistem tersebut dilakukan pagi hari,"['rencana', 'membatasi', 'kendaraan', 'berdasarkan', 'pelat', 'nomor', 'ganjilgenap', 'tol', 'jakartacikampek', 'diuji', 'coba', 'selasa', 'uji', 'coba', 'sistem', 'tersebut', 'dilakukan', 'pagi', 'hari']",<FreqDist with 18 samples and 19 outcomes>,"['rencana', 'batas', 'kendara', 'dasar', 'pelat', 'nomor', 'ganjilgenap', 'tol', 'jakartacikampek', 'uji', 'coba', 'selasa', 'uji', 'coba', 'sistem', 'sebut', 'laku', 'pagi', 'hari']",-12,negative,-1
Pemerintah dengan asik duduk dikursi diskusi dan bilang...,"Bantu #Viraklan lagi ya sob !!! Kita Rakyat Indonesia Harus Tau mereka yg Rakus2 Dunia lagi lagi #MenindasWongCilik.
Sakit Hati ini melihat saudara2 kita diperlakukan seperti itu oleh penguasa Rakus. Mreka seblumnya hidup damai sbgai petani, tapi lihat saat ini, tak ada kedamaian lagi disana. ????",bantu viraklan ya sob rakyat indonesia tau yg rakus dunia menindaswongcilik sakit hati melihat saudara diperlakukan itu penguasa rakus mreka seblumnya hidup damai sbgai petani lihat ini tak kedamaian lagi disana,"['bantu', 'viraklan', 'ya', 'sob', 'rakyat', 'indonesia', 'tau', 'yg', 'rakus', 'dunia', 'menindaswongcilik', 'sakit', 'hati', 'melihat', 'saudara', 'diperlakukan', 'itu', 'penguasa', 'rakus', 'mreka', 'seblumnya', 'hidup', 'damai', 'sbgai', 'petani', 'lihat', 'ini', 'tak', 'kedamaian', 'lagi', 'disana']",<FreqDist with 30 samples and 31 outcomes>,"['bantu', 'viraklan', 'ya', 'sob', 'rakyat', 'indonesia', 'tau', 'yg', 'rakus', 'dunia', 'menindaswongcilik', 'sakit', 'hati', 'lihat', 'saudara', 'laku', 'itu', 'kuasa', 'rakus', 'mreka', 'seblumnya', 'hidup', 'damai', 'sbgai', 'tani', 'lihat', 'ini', 'tak', 'damai', 'lagi', 'sana']",-6,negative,-1
"The un, OIC, world human rights organization have become blind..","জাতি সংঘ,ওআইসি,বিশ্ব মানবাধিকার সংস্থা তোরা কি অন্ধ হয়ে গেছিস..দেখ কিভাবে মায়ানমারে মুসলিম নিধন চলছে..তোরা অং সাং সূচিকে আরেকখান নোভেল দে!! ঘুমিয়ে থাক দুনিয়ার সব মুসলিম!!”, English translated version: “The un, OIC, world human rights organization have become blind.. see how the Muslims are going to kill Myanmar.. You Aung San the!! Sleep all the Muslims in the world!!”",জাতি সংঘওআইসিবিশ্ব মানবাধিকার সংস্থা তোরা কি অন্ধ হয়ে গেছিসদেখ কিভাবে মায়ানমারে মুসলিম নিধন চলছেতোরা অং সাং সূচিকে আরেকখান নোভেল দে ঘুমিয়ে থাক দুনিয়ার সব মুসলিম ” english translated version “ the un oic world human rights organization have become blind see how the muslims are going to kill myanmar you aung san the sleep all the muslims in the world ”,"['জাতি', 'সংঘওআইসিবিশ্ব', 'মানবাধিকার', 'সংস্থা', 'তোরা', 'কি', 'অন্ধ', 'হয়ে', 'গেছিসদেখ', 'কিভাবে', 'মায়ানমারে', 'মুসলিম', 'নিধন', 'চলছেতোরা', 'অং', 'সাং', 'সূচিকে', 'আরেকখান', 'নোভেল', 'দে', 'ঘুমিয়ে', 'থাক', 'দুনিয়ার', 'সব', 'মুসলিম', '”', 'english', 'translated', 'version', '“', 'the', 'un', 'oic', 'world', 'human', 'rights', 'organization', 'have', 'become', 'blind', 'see', 'how', 'the', 'muslims', 'are', 'going', 'to', 'kill', 'myanmar', 'you', 'aung', 'san', 'the', 'sleep', 'all', 'the', 'muslims', 'in', 'the', 'world', '”']",<FreqDist with 53 samples and 61 outcomes>,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'english', 'translated', 'version', '', 'the', 'un', 'oic', 'world', 'human', 'rights', 'organization', 'have', 'become', 'blind', 'see', 'how', 'the', 'muslims', 'are', 'going', 'to', 'kill', 'myanmar', 'you', 'aung', 'san', 'the', 'sleep', 'all', 'the', 'muslims', 'in', 'the', 'world', '']",0,neutral,0
Pelaku Pembunuhan Pulo Mas Ridwan Sitorus alias Ius Pane Ditangkap di Medan,"Ridwan alias Ius Pane, DPO Perampokan Pulomas Ditangkap di Medan",ridwan alias ius pane dpo perampokan pulomas ditangkap medan,"['ridwan', 'alias', 'ius', 'pane', 'dpo', 'perampokan', 'pulomas', 'ditangkap', 'medan']",<FreqDist with 9 samples and 9 outcomes>,"['ridwan', 'alias', 'ius', 'pane', 'dpo', 'ampo', 'pulomas', 'tangkap', 'medan']",0,neutral,0
